wallet_address,risk_score,risk_category,first_seen_date,total_transaction_count,known_entity,sanctioned_flag,score_date
bc1bC3gACWIsh66S1SpJefr8taoFJju053eaVrdF7B,14,low,2023-04-29,399,Gemini,False,2025-03-14
3yAWOKepEDiSuWTvZXaqICWt4ScUEzdMWQ,36,medium,2022-07-13,67,,False,2025-03-14
0xqRYlTKjuQz1ysPAlmxNo15PKpBe88VqbD37uFqqh,8,low,2021-01-28,243,,False,2025-03-14
0xtfYucHDJGkbhIgwV6OfQYVdZJGSkN37FVsQq1L5s,22,low,2023-08-28,47,,False,2025-03-14
3WOPAf3lGE3oCJv9pNBUtYuKcdfMk9HvaQ,2,low,2021-07-20,16,,False,2025-03-14
MCwEXpx6GDKKrcm86ZldAw0m1HMlGQCllx,7,low,2024-06-20,3,Gemini,False,2025-03-14
ltc1DnzwFd7kI5M5zK5w8dKnRsLDs74SSai8Weg0ruH,34,medium,2022-07-12,308,Kraken,False,2025-03-14
0xMMbHWNR2WIGXVn6jOo7oCUKkvQ3vJDuiId2eF9Ew,21,low,2022-03-17,32,,False,2025-03-14
0xFfKrVuBo1F3KYlvM1TdgEMpxlk49id9sC48Vidz3,25,low,2024-01-28,14,,False,2025-03-14
0xEYC8BtYQ9wI8nxl45zCCNFlmHjHtigfxAKdizIXO,19,low,2022-01-25,15,,False,2025-03-14
ltc1WBex99ysEfkyBOxCsvCvn2Nj1oL60TJxgflYzfi,87,severe,2024-05-16,146,,False,2025-03-14
bc1kpCsKNMlk1xMUpHEwLUcn0OQVwhayeoJrQJYtpa,23,low,2023-01-12,87,,False,2025-03-14
LrLmQ37AlIPiDukPzk13lWAcTyC6PB25ss,5,low,2023-04-09,114,,False,2025-03-14
0xtAbsnPfjqPoXPpE8aSgMoqp5ojNq9RD9n4KDHmTK,47,medium,2024-10-20,13,,False,2025-03-14
bc1Hvi4O2Z5kfmkI8pyUbZXQF1HDBuZz2UtRSCvVr8,25,low,2023-12-04,13,,False,2025-03-14
bc1sxQ3qjo0dUkmK06HcC0UoVoEGpHp9vaBcYbrkCa,5,low,2023-07-14,79,,False,2025-03-14
0xnAPEpySvuz7fv0L6beGfbDON5CFM1u5XYIoeQKRx,0,low,2022-09-22,121,,False,2025-03-14
1qCJtJiTDOZn2NlPXr7MoXuXkVP4zx5Drf,1,low,2021-10-07,22,,False,2025-03-14
LctacZt8L33taDTpoi8haa3NjleopaTkte,18,low,2021-03-13,81,,False,2025-03-14
0xJCElmOSMiXm5IygKkalw6h84wGfPeA4jhgfn1Rme,19,low,2024-06-10,29,Gemini,False,2025-03-14
ltc1HwPyjgsMZztycwdUZyDsiAlRnr7PvbBYrf8HUOc,19,low,2023-02-17,1,,False,2025-03-14
0xE24L8e0BpMVUHS4zcSqQ34J4zWLUsWXK6dfs60FF,37,medium,2021-07-18,94,,False,2025-03-14
3qgDOjI8UmLczyK7upV9COvlwxieQ12DDA,3,low,2021-01-11,1790,Coinbase Hot Wallet,False,2025-03-14
0xP039So3WZHEhu8HdhRg7v4fR75VFtgMlFOtSPSzp,19,low,2023-03-15,392,,False,2025-03-14
0x6RBgeVBL62a5YFkpLqJRnO6WfjoDsLfMiCFKey47,7,low,2021-01-25,46,,False,2025-03-14
0xk2RP539cIgf189O486yhUJecdtxXuNUNCSgiTNAS,19,low,2024-01-20,19,,False,2025-03-14
3WjxzaKq5gyvSlaKecOr2xyKMyEqUTlBFt,14,low,2021-11-05,53,,False,2025-03-14
0xEWqhRgCaDfISwvNpmLRNaVxU3fc0JutQL4uQ7Ywv,5,low,2021-09-17,5,,False,2025-03-14
0xlClrB66bWSFFS6Kb3zPACAkijZKC0VmhDdQVowD9,50,medium,2022-04-23,41,,False,2025-03-14
3tSWjHcQAomUwDeqbPvDYOUJisFHUB01pJ,35,medium,2022-02-08,52,,False,2025-03-14
1tXsAOd1es0qUkNuXoOaMzzPs9XCUGzL1j,61,high,2021-11-07,23,,False,2025-03-14
MvF3fTXVtQlxggk0YBz0HXqT0dkn5f2PWk,3,low,2024-11-22,33,Kraken,False,2025-03-14
1mq0ju1ULNH7ZiPmJRHzdo1MgpKjQrjP8M,65,high,2023-09-10,406,,False,2025-03-14
0xtFxJMtw6gjYoVyueRnNkof6RTf1HlbOvJg9ZfcGH,7,low,2021-10-17,68,,False,2025-03-14
bc1LuLCU53hx7Xpzy7c30JHD3QwW6INBNMLFGdJ1BM,86,severe,2024-02-23,1,,False,2025-03-14
3Sq3QOqz3XApGpDrthzTV2SdERRENmNHmQ,11,low,2021-03-19,38,Kraken,False,2025-03-14
LR0WIOHbmEH8TxKbvCBsoqthrUoDzVSKAW,12,low,2023-08-03,28,,False,2025-03-14
11rMzYoDpfOZubp7Fr7x1opcrW1kIcV5zf,10,low,2024-08-15,38,,False,2025-03-14
0xBbNYOlHreHIbtgoYD094dqSudPqvJuOtHr9RiqIQ,21,low,2022-05-04,180,,False,2025-03-14
0xi8VK46qyzI7BYUmlJgqXDM6vZK2ghYcfSvgtGVym,33,medium,2021-01-08,53,Gemini,False,2025-03-14
3z5w0rNJkxvqu9eiRkRdvxk7UeWVWNanCp,16,low,2023-01-03,38,,False,2025-03-14
1FsG7kJOU4FbUv5oTD5DlHyJo75Wy8Ur6S,50,medium,2023-05-15,198,Gemini,False,2025-03-14
bc14BE6tF3U0v2lriYfFqg3wU3nGdc8aYvo7CKxrFC,30,medium,2022-12-15,64,Coinbase Hot Wallet,False,2025-03-14
ltc1LMq7bUUtAyYSeclRgLd75qssFjjDwqgbJ3vwir0,6,low,2024-05-08,345,,False,2025-03-14
0x0pD6T1kiFNG7u4f50cbcUmI0VEnug4wMvQzT1TQM,48,medium,2021-03-06,167,Major Exchange,False,2025-03-14
0xgXt69LBfw925pBzMLX57DotPtpTYYa69Cid4Mup4,20,low,2021-08-10,59,,False,2025-03-14
1zav79WBZlbQDZFEFGIZQddP1ypDlctlbX,39,medium,2021-10-03,6,,False,2025-03-14
0xRkKzKHCKR9HXqoh58hb9rAfSuNcVLPYbxFTiKizh,25,low,2022-03-08,50,,False,2025-03-14
0xIuZEE3f9sf48QIq9OKlOcR3JZkSaQVSyqoNhI7kg,16,low,2021-11-04,93,,False,2025-03-14
3YuN8chaKTl9dZlAYBJivhHo9mgkci3TV9,32,medium,2022-06-29,66,,False,2025-03-14
0xHb9BKHQxOLWW8MhguxsXRDu7Q2Lc8QusvWObmdjU,5,low,2021-05-24,10,,False,2025-03-14
1gra1uZxsb8br4q6sTKVNoJFZIumvXlBeX,9,low,2024-02-12,21,Coinbase Hot Wallet,False,2025-03-14
0xD1QyOwPTgTSnU0sAyLIuQzFxqrFAzdj4WhWXTVEj,18,low,2023-05-16,20,,False,2025-03-14
LummzaOnMXLR96Y82pO3UWwseGIWr4JPiA,3,low,2024-05-20,456,,False,2025-03-14
15WJSd4nERIeqelOYUnPrTwAp88GYkrsxI,14,low,2023-10-31,73,,False,2025-03-14
0xbjpcPaU50BnBXFbks40s5EbYXEqP3brrbmCd4UVJ,16,low,2022-07-31,65,,False,2025-03-14
bc1v4ZOkjDmw012ZGeYz4u7C5EGbsot1gSzYkEdcyO,62,high,2023-01-29,18,,False,2025-03-14
3DNe0OO7CXVQZ9mgpgzHeMliQIhkGnwmIv,50,medium,2024-07-31,36,,False,2025-03-14
38eTuBFOhVInGcioWVOvpcP21idsK9Q5pj,1,low,2021-10-09,12,,False,2025-03-14
0xaeEGtlmoiu6lEmt3cKptagifZmoLaBgVsoqvQBP2,5,low,2021-06-05,23,,False,2025-03-14
0xmRm5yULB9WdUcrwiqIX21XOBftNothohO8RPtKTj,3,low,2024-07-30,7,,False,2025-03-14
1DeLEyzmTr3azsHARjbX929R8gci5rbS1X,42,medium,2021-09-27,116,,False,2025-03-14
0xfJD6GseL29H69fS5LPVQMtrni6rHOleHjQQhYGbg,24,low,2023-05-30,27,Coinbase Hot Wallet,False,2025-03-14
0x1dXovqWOry5hugsvjdp3ZTaen3LEjivSIET90OQt,11,low,2024-03-09,162,,False,2025-03-14
0x78rFtlll1iu15G2Y9nt21Dk4JZFgJhBzQNS4MNcP,23,low,2021-03-04,241,,False,2025-03-14
bc1fJbWVTzZuoLkmKNPqzOQTKrMSZDGYHea35Zvxzf,3,low,2021-04-19,40,Gemini,False,2025-03-14
0xLUz33wrn70EdEaDdFTnQPxIemH8KlyLyVW2PXg6x,0,low,2022-09-13,41,,False,2025-03-14
1M7nrHyVdPqqzVUSYG69a927xtZSgKgnM6,13,low,2024-04-28,150,Major Exchange,False,2025-03-14
0xLdEBxS2mLD4zYfF4McWs4zzEsKBQwrFWLuByzXkF,53,high,2022-04-22,58,,False,2025-03-14
0xAxTpJX6SG44ojbwTxtbvRCqfscFbSqI592CsxfkJ,46,medium,2022-11-08,27,,False,2025-03-14
ltc1nn62zUd26Mde2BvF1YSHGmk6cnaJ0Xm5Q4Ey5gh,21,low,2023-10-09,20,Binance.US,False,2025-03-14
1gNb2DJtCgPARfQDzmyP28TbEYsL6ZiHpt,57,high,2021-09-14,15,,False,2025-03-14
1txhqsJIDctF9bgdbK3i8aCsdHPduPvfMN,5,low,2022-10-10,419,,False,2025-03-14
0xp4JYDx8nD4i3tVfXCocro8uhpipoDnNys9h2FX8t,11,low,2023-03-27,311,Coinbase Hot Wallet,False,2025-03-14
1tOdAmSE1I2JP7jfMF4sbnnVsveB0L5TYX,32,medium,2024-09-08,83,,False,2025-03-14
0x765C0ECtkaaK4ad5KvVafg1mRDOOmHCUVF0aCPp1,10,low,2024-07-16,31,,False,2025-03-14
0xDkyCGB4kdLd8ASIEL2qNtYQfyI9rZ5FtvlrWvKsZ,2,low,2024-03-14,71,,False,2025-03-14
0xfyqmtmYp2xcL27XQaQKfR5BhvSTjQ5T4BXKrj8yz,22,low,2021-01-27,19,,False,2025-03-14
3SY7Kk0oePYFW0NpKrA4rumNbEkgvJUbxx,13,low,2023-10-22,53,,False,2025-03-14
0xbkp6Y1qLGfJD8KHcPFPL9QRNWlczkeIQfVeheSMZ,26,medium,2021-11-24,92,,False,2025-03-14
bc1a3UrL5iH8iqwF5hvgC52P1J4bR15evbXwHCf6ii,50,medium,2024-02-04,494,,False,2025-03-14
0x54OJdDtAzzRDj0Lc6DOdYGvuFZkF55dg5poRfT6x,16,low,2024-05-02,2164,Kraken,False,2025-03-14
0x2xZ7nimMBhhJUqqqHH5DUe6AgSXJlxqSnDCnULuZ,15,low,2022-09-08,454,Coinbase Hot Wallet,False,2025-03-14
1BzxehMneUfVz2JSkPtjdXzLXNL9honJHa,3,low,2023-12-17,447,,False,2025-03-14
bc15rhCeSjO19ue7goKeJ2SO0kTIHCPcJ9RT5VsQMx,14,low,2023-06-16,23,Coinbase Hot Wallet,False,2025-03-14
3SmWnpbJ6Mwl0AZrWGFcgAOe7XFtRpGdk1,4,low,2023-07-01,14,,False,2025-03-14
0xewd8lf9a2EWqubdHgW58I15t9rbC7042MWuLbgtY,38,medium,2023-03-17,31,Coinbase Hot Wallet,False,2025-03-14
ltc1Oj3cZ0IEVolQt5J5FrvwXgSlxasLs2VjjdteNRg,8,low,2023-08-07,80,,False,2025-03-14
3ki5CG2i00b5208vHcM8uFYkadalVTfmmn,1,low,2021-04-28,8,,False,2025-03-14
3vBv3USWo3oLFWxK2ozRt4F28UR15JfYH1,22,low,2021-09-21,173,Gemini,False,2025-03-14
ltc1AvgfEgVkL7eLwvZrg0RrikS35b7O7BvyRKKnsk0,54,high,2022-07-22,115,Darknet Market,False,2025-03-14
MWGjpeccE4uacmmI8DaZcEKdUnh0x56rib,66,high,2023-11-08,12,,False,2025-03-14
3QzHNr1HVMvExqp4VE8b901YPetFGikDr2,1,low,2023-04-20,513,Kraken,False,2025-03-14
0xU5jUnFk3Mg4HjB97kZS4ZWOKYIqCRJxVYoAhSrzH,15,low,2024-07-23,21,,False,2025-03-14
LHSImV9snCtsp4kQkIXndZFuWPNOT8Jl0m,14,low,2021-07-24,983,,False,2025-03-14
0xD9YqZps8nssmY9LNft6pBSdC4gkMWLXaxxZ2RuCH,17,low,2023-07-29,42,,False,2025-03-14
3pqmsDINjlvLxk7fDUFYiJ1l48EnmmSnP2,40,medium,2022-02-03,11,,False,2025-03-14
3qWMNNZjPpMcSbzzGxZBWBdHJXGWjoLAln,10,low,2023-02-02,555,,False,2025-03-14
0xN6Qgqkm3wbvcsexS9bHI6EotJXryKS5XqI8Jg2Ky,17,low,2025-01-01,233,,False,2025-03-14
0xzamlglhVnBEXSNGWi6N9TK63lNXGkA1zPu4o1tmG,13,low,2024-10-17,22,,False,2025-03-14
0xVp2lPSDiFc2uJtnrjlRL4e1cBkeqCuvyvYpy3OGM,17,low,2022-04-27,22,,False,2025-03-14
0xGlhyoPZjFGE1sOfDyCRZT62fUQptuyQWoURrSJJY,13,low,2023-06-05,361,Coinbase Hot Wallet,False,2025-03-14
3BNgZB37dXh4RS1EpU4ChaQgwV6igFMBN4,9,low,2021-12-19,6,,False,2025-03-14
bc1ZgdQr9EAWbj9Z9GZbAkxzILbXJHjVaGseQUc3Om,68,high,2022-08-13,30,,False,2025-03-14
0x5k5LTosB8ibUdqiv8kqEC7B0mUL5uc2DPXYjXHeH,67,high,2022-06-06,44,,False,2025-03-14
1LpI8DHAohxjXFIZrLDmdoWGUzPSWRhyik,13,low,2022-11-26,25,,False,2025-03-14
34pJ5I9g14HGPn2gaDochtxaDmO1tu3SFl,5,low,2022-05-19,122,,False,2025-03-14
0xpgDLwYhH22uY6cS0qURy553LO3UDaeDDdzEXgDE9,0,low,2021-05-04,180,,False,2025-03-14
15GacCgsxxZFUw3IgJQV7BggKjQAa0HDXY,17,low,2021-02-13,4356,,False,2025-03-14
bc1ZFSqycqhYyLTsVfEg3p8i9s5jMUbURvmZuOeTtm,22,low,2023-11-21,120,,False,2025-03-14
ltc166p9ILhsIp5aPysLyfaVA1pEiTkDt0MgWGn31lL,4,low,2023-06-14,102,,False,2025-03-14
0x0R5yjbLq0LXC3ZTEpxZDdAayMcYO431ZVVyrnrwy,12,low,2022-12-18,80,Coinbase Hot Wallet,False,2025-03-14
31pjv46bzcp50C6ks5vWNMzTgYoL7zPFIS,49,medium,2024-07-09,12,,False,2025-03-14
0xBcGZ1QckKuYiN7ULEUTXKZaLqz2JC0mvMHmt1jIl,5,low,2021-07-28,24,,False,2025-03-14
Mfh4rs1iGWh7c1poKM1ckODzdn4pfCUrTf,59,high,2023-08-15,9,,False,2025-03-14
1qm2RSaDNmopmA4hZTUYTOYTLYyC3m87en,12,low,2022-05-02,222,,False,2025-03-14
0x07EBcc0mEoqQbm8ufrYfluqyMk2z6MFu35npNBMI,7,low,2022-05-12,40,,False,2025-03-14
M9AJlE1gdlahFVzZqn9J12wMT7iP1gYqlC,8,low,2021-11-29,11,,False,2025-03-14
0xhBeSUmRpdpPn2KQFMHmszcwZKbVTuIU0Kn8CnJa7,6,low,2021-06-28,19,,False,2025-03-14
bc1psimgeYAOJI2ZTZWfwvizLUDDU1FqjeeCwQKnAs,3,low,2021-06-11,54,,False,2025-03-14
MBUod2lu9dUeT5tkHozmQgUUnfMUhrFTQf,18,low,2025-01-01,15,,False,2025-03-14
1iwrVHdlYep8TQoAwDCk51fE04UGRHN4E9,49,medium,2021-07-31,20,,False,2025-03-14
0xEJd86l0WP3J8QSYpZhYOVcXCq8N9L1Msd6NXeT2V,13,low,2022-06-25,13,Coinbase Hot Wallet,False,2025-03-14
0xFEmO3wio5tw2rN54hzdGX97WRcMYPg15ikGeYZhG,14,low,2024-09-03,24,,False,2025-03-14
LIBz6ky8jq3cZ6TlKxnN2sf68W4AMbak4S,63,high,2022-04-03,3,,False,2025-03-14
LorqGMPonWH2qfzEr6WBAcCBCqhTYkDkqK,7,low,2021-09-13,88,,False,2025-03-14
0xeIxY9F1p0ZsXC7DLPPrdJZi00VvqgB22ATTV2it1,22,low,2023-07-14,2245,Kraken,False,2025-03-14
1ycZNhPQuFWsXObymPIZGSkp2865y6SASE,57,high,2024-09-13,53,,False,2025-03-14
0xIk7py25rh83ktnHb0YLqs8jtXzjMKDIg877NTqYG,34,medium,2021-08-20,14,,False,2025-03-14
34RqGTCX1QNHs6hfcN5Xu6MwVTYjDcMT89,33,medium,2024-05-05,102,,False,2025-03-14
0x1adS53wBTDJOhHKijEjiuDKlQYDNEc7rcAGEbWou,17,low,2024-12-07,32,Gemini,False,2025-03-14
ltc1O9uYt15grVNeBOcteoThHx8Yfz8stUxD1Rz4xAt,29,medium,2024-12-27,33,,False,2025-03-14
19jdjmscPeMcYQpGnatC2ee7o5nIgJ41WH,3,low,2022-12-22,1,,False,2025-03-14
0xYGlb4H9zWpntAO1ESU4Ttx3HjqxHm6Y2M4P6JoqQ,5,low,2024-12-12,50,Coinbase Hot Wallet,False,2025-03-14
0xWD8PKav6plmS67WAQKrZIr63LgblToQKbvUhfnlT,25,low,2024-03-14,52,Gemini,False,2025-03-14
LMrXSrt6rKJqxn04Duk0OlYZp9Mf3H6z0n,5,low,2023-09-24,14,Major Exchange,False,2025-03-14
3DC6N7SJQujRIn7mSBiXP5TnCHw6j0koiy,82,severe,2023-12-31,1,,False,2025-03-14
3Yz8bQOeM7uZ87ngsP1v3WTkCMPC6X2N65,2,low,2024-10-16,10,Kraken,False,2025-03-14
0xscHdNiDbomTy0MP8e9kzKnFGQmVFG9E1EyavaIyV,25,low,2024-07-08,15,,False,2025-03-14
3nuQaT0dXeOx8J5Yu9dwfqMC3LOw9nFi96,1,low,2021-11-18,69,,False,2025-03-14
0xr6lGlRYZl4KtB3NRfPXpI8c2ch0oJwh3M4fsmkK4,23,low,2022-07-16,3,,False,2025-03-14
3HcBwYWnyDjnHmFIkq4hg9ags4m4JvlStR,8,low,2023-12-22,4,,False,2025-03-14
LuExI6cSd7Cw2MbsWNoxx005jvUGcU8xeE,11,low,2024-10-03,77,,False,2025-03-14
ltc1BFqvJKsXnRBTdf04OGGAVSy8Ctl0spvYzDuW4kM,14,low,2021-07-26,30,,False,2025-03-14
0xmwO67MVXtFarteSkW7OinSZN0BVCa82MSMjJmMX0,1,low,2022-06-19,71,,False,2025-03-14
18vS1FF83UTQX0wUMgke1au87eY3ZTUx8t,14,low,2021-05-20,90,,False,2025-03-14
3VWfAudpXkibtCrONY26yB7xEBHp43qmUR,18,low,2021-02-06,21,,False,2025-03-14
3t6DpmqGrqi3bQXEFjP76AJjsJM1esYn53,23,low,2024-09-26,788,,False,2025-03-14
MLPHO64pDwgqL2cjLjIoA4ZsXZxTlnQ0OC,19,low,2021-10-01,117,,False,2025-03-14
LIaC3ltAlIHVAKUdGh7ES9qb8pgR1Ld7RV,7,low,2022-01-06,5,,False,2025-03-14
0xb6NnT8JCkyvnDeCdWmJmEUhWqWuPnnh8akj0YYZM,69,high,2022-08-04,8,,False,2025-03-14
0xY2fJtUooQt1D3pSNpDZDg33lGCU4HrB1mjMVagCf,10,low,2021-08-04,254,Major Exchange,False,2025-03-14
ltc1shPMwbBtdQcAEQCxwb9ptqwCfmi6ZLejHTU0xNu,21,low,2022-10-27,69,,False,2025-03-14
3rHRSVPiQEAS9EY3weegUYEbdWC7r1WgP2,74,high,2022-07-27,25,,False,2025-03-14
1IPJXySM9a8udkRPULu2RWXFDdKEtFtvaU,74,high,2021-07-04,86,Unknown,False,2025-03-14
1CVBN4mPtOTjB47q9RVn36ov0lDJ5p5usA,33,medium,2022-10-18,134,Kraken,False,2025-03-14
0xPQwA1mAwjnwkaMyDoZXlGWfew7fvsq3CQomEluju,6,low,2024-09-15,11,,False,2025-03-14
1s9ob4zTV2z81jIW8aClPbIxQeWQTOIDS6,58,high,2022-03-30,82,Unknown,False,2025-03-14
bc1thkfvleyZGzjK5bej756N2KqK2uh7oyqJpWsaLx,14,low,2024-03-24,27,Major Exchange,False,2025-03-14
0xpSyTAzAswIP8Bq5jBGe3LUwbNXxUXNxABj0ikQq6,8,low,2022-11-26,126,,False,2025-03-14
33n9NSvb7jcdfY7mms7JTF2aTgGFaqHxxR,64,high,2024-01-17,22,,False,2025-03-14
0xPZpmEAWh6mWnwtWve2jLIge9UrcZuGROCG2Ps85V,69,high,2021-05-26,82,,False,2025-03-14
0xtbLEiKDoTSOyCJIO9kVAvLHHPjDM95TGB9B5P3Fz,8,low,2023-08-11,11,,False,2025-03-14
bc1L4ef8IWkZin4oKfK1GPDBu6JO1oJP86no4SlwkN,10,low,2021-07-14,46,,False,2025-03-14
0xgd4fQ9D1PmERSQ2TaGE0Wd5EFNQORKd1927N4lLk,72,high,2023-04-22,29,,False,2025-03-14
1JxifpzZHhG7DICKNtHU2AAxVVpv7M2tb7,7,low,2023-04-02,689,Gemini,False,2025-03-14
3tFsLVKB3nTFkFZ1FCxVPb9ETJaAEqW69Z,14,low,2023-12-10,450,,False,2025-03-14
bc1zfe7VnLqyxPw7062DuP2GED1lYqwsEYoQL8tPly,16,low,2024-04-27,166,,False,2025-03-14
3QfSSdrlsMlDHanFweZAHrYHhLBWcK81Nv,49,medium,2021-08-14,235,,False,2025-03-14
0xYcr3dNLWlBFezrZmwdgLtCJphJ3Y6KCxIcbMeHwJ,5,low,2021-02-26,236,,False,2025-03-14
0xTU5oV1ncmGAasUM5DnRNOU8qLagke9c5NsOaR4J1,24,low,2024-12-06,43,,False,2025-03-14
0xizF63CjCNxbJXpAOdDq6rJe7Ej5VASV6n2pqxDzH,23,low,2022-01-31,56,,False,2025-03-14
0xUZ4MehYOOCwOrOs6dlhrQSEOA638ZxD0niA4sYtd,8,low,2024-01-29,43,Binance.US,False,2025-03-14
0xlAxvpHmKMRxT57d60IJtayqCPz6DN2wQyQFP3iv4,34,medium,2024-05-05,75,Major Exchange,False,2025-03-14
ltc1OTuAepUnD9XtkLz3MDOQu70CYZcWwewKnVXhGU4,67,high,2024-08-15,13,Mixer Service,False,2025-03-14
0xNur3rlKCBUDuyJSc5uXT0DDyCEFCSjLdS6Xb2HxU,12,low,2022-10-04,119,,False,2025-03-14
MwmrwL2BMIXHHo5B4y1qyZW4fVs1BcSneb,1,low,2024-03-10,424,,False,2025-03-14
0xzgFaW5HhWCE7OglQe9VQnOJXadygMKu4dvYTylSq,4,low,2024-08-18,11,,False,2025-03-14
bc1k3vijKCdyedfH5nrFimYzn7gJp0Mn3sEYxR9sBi,15,low,2024-09-18,108,,False,2025-03-14
0xzptzZeAiFy6GQpSqSOlEMgTWBbP1OkUuBDcA5G5O,9,low,2023-09-21,82,,False,2025-03-14
bc14t5tIqtETIRsG5nrXifrzgQZkoKeivXvuNjsfWE,24,low,2021-12-09,9,,False,2025-03-14
3ZFjjBBGo1tMFtkgU3JlzvP9RBg5Cgd58B,10,low,2021-12-30,16,,False,2025-03-14
0xrgS3CNu2zm0vLoo0kdZC1jcyJ2z5WDNYC13v3GPK,42,medium,2022-09-06,160,,False,2025-03-14
bc1FMU7LPKHi9olO19WDhRRXjfaeJOmrp4Q62zUDYi,19,low,2022-07-20,51,,False,2025-03-14
0x4u4d6xCd5GH82eWboUMqYju7MQM1kGkCKyo8MJaK,19,low,2024-12-01,144,,False,2025-03-14
0xGiOsZTljSG7YfIqfP7TCairkvSrqRZAN1qtjEY7v,16,low,2021-09-28,137,,False,2025-03-14
0xnYnskodZqEF8aTsan4JrL6H6I69XvFDqV0UTbQ1H,0,low,2021-10-24,37,Gemini,False,2025-03-14
Lmjmjc2DgB7EPlmTFhZnq2vNTf1Ts5qEqV,1,low,2022-04-27,153,,False,2025-03-14
3Q0cPuUP1iyPGG94HavxyxWoNSQTWmUt2y,75,high,2024-12-31,60,,False,2025-03-14
ltc1zqheFJ71HA1xQroDUzHjXnWE9W6c8QWx6UvzTiz,8,low,2022-08-12,398,,False,2025-03-14
bc1fkZKwk1KF6oKGvvwLkmYxAcgVsZs9NkWcXsTDJN,40,medium,2025-01-04,13,,False,2025-03-14
1RNn9jAHuuqR1VfmjArfxs2geQv9ygPtOO,46,medium,2022-05-29,206,,False,2025-03-14
1T4oMBh3ntBHqmPZffR8TJbl2FimHHTEcs,19,low,2021-10-20,56,Binance.US,False,2025-03-14
3eR1S4leBZAuBr5QPlKbyxTzzpdqXnvNLs,3,low,2023-11-12,322,,False,2025-03-14
1DPwjTdF2B3LCSKiLe6ofVY55u4jkvk89X,39,medium,2022-05-26,82,Binance.US,False,2025-03-14
3catMZiLqtZBf5fvomMEuWgGDmYQ989I8S,10,low,2022-12-10,152,,False,2025-03-14
0xhh8f0stohXHXPdylvzj8DYkQX8b4Yv3z8484i523,5,low,2023-11-30,24,,False,2025-03-14
bc1ZZFhdlNiojwJ6QIFhgvgL5dK1LfhzJfpLCwRngd,4,low,2024-01-15,51,,False,2025-03-14
Muc5UrbjaLz2mjADNlR26AybpP2m8MQlEr,14,low,2022-10-29,18,,False,2025-03-14
360fOhJRjt0rNofNplBdriOfT9MIbKXR5Y,41,medium,2023-10-11,57,Major Exchange,False,2025-03-14
15Y0QGXglYgw3W2ib7cKhFhrzJXdmTKYSu,43,medium,2021-06-06,61,,False,2025-03-14
0xVy2jebOxokVDruqhdk9qiS9nwPJAD39QctFfw4uO,2,low,2024-03-07,251,,False,2025-03-14
bc1BfdsYCHuJivQ8wmIHJXOxLYVhueBuwZqCy104Hx,21,low,2024-12-05,188,Coinbase Hot Wallet,False,2025-03-14
0x1CC0w2q0lMZiMdRrmVk4aAfzoBm7BmXHpE40Za5s,24,low,2021-06-16,110,,False,2025-03-14
1kgNc1OK2GpyCZPkaEjB6iiGArQbXpZ4ir,0,low,2022-02-16,320,,False,2025-03-14
bc1rAI32vaQC0GYlZo5fZPN2eIhQA3XzmPWdltE9EG,5,low,2023-07-01,20,Coinbase Hot Wallet,False,2025-03-14
0xVGZAY3QK5mHjG1cuiyoXyjJxutfER2jqThwFpsUE,18,low,2022-11-20,34,,False,2025-03-14
bc1pzkLd7leYI0nVZCtoJutMvZSlnBpOfcmaa6fcye,3,low,2022-12-05,259,,False,2025-03-14
0xk39ufJCSAzCcHChU7fUGDhWihGWYqtx497rWW8hx,29,medium,2024-05-20,17,Kraken,False,2025-03-14
0xL1Qe6PW4fkChFgwdVrYIFCAg4m7dHwvo8vHYOxzR,2,low,2023-02-14,10,Kraken,False,2025-03-14
1K2fpEDMM9SyaSrnVOH7MdHEpmrf7xdBuw,4,low,2024-03-20,578,Kraken,False,2025-03-14
LqXfcq2k84j6shkUOZruR2QJlID7LwrcwJ,25,low,2023-10-17,93,,False,2025-03-14
0xLwUp3waJCms8sYMJs8VNTkC39Tu1peOVTw0XxBBe,23,low,2022-08-29,83,,False,2025-03-14
35mE8iFRjFiakp7ZiRVg1h1b43EN18T1na,37,medium,2023-05-23,32,,False,2025-03-14
0x5KIg5wVs6DHpxOHDir5kMtNLk5Z3fpwJg07zn9fC,23,low,2023-08-30,330,,False,2025-03-14
3WHMEDMrfdVsByq6ardhtZ1Q2PV4hy2uvR,28,medium,2022-04-17,9,,False,2025-03-14
ltc1umQbYqoHCmDkzF5rqsa7BZ54L9AOXzfCv6EEhh3,51,high,2024-01-31,15,,False,2025-03-14
0xApMxU87HmQDTULxays80jUzvgH6IiikkeNCKbSV6,55,high,2021-06-01,19,,False,2025-03-14
MhjqCbK7saqUpDt0QRVpL9m2MPWSAt5AFQ,64,high,2021-05-26,112,Unknown,False,2025-03-14
0xBXKCHwnq059qUJuL6buzqJ3d5Zs9UACYe0DWzbhS,21,low,2023-02-21,164,,False,2025-03-14
0xh8ckRvmBozku2NL8ezQ6C264kxVmGiDf744f6ZvA,25,low,2023-05-05,196,,False,2025-03-14
1qF2lVEYeQ0YqKNH9I5WuI9lsG74ZARV6V,17,low,2022-03-15,1336,,False,2025-03-14
0xbLdkXVjylGAikDvXU6N4d839yeYsk1BffMWCIBJJ,4,low,2022-07-31,29,,False,2025-03-14
